Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
image.png,5,21988,4397.600,10.619,255,303.505,0.507,0.845,109.641,263.400,120.400,66.647,54.937
